plot_id,dbh,ba_per_stem,size_class,harvested,vegetation_type,milpa,artisan
47,16,0.64,tree_15plus,no,keelenche,yes,Silvia and Efrain
47,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,17,0.7224999999999999,tree_15plus,no,keelenche,yes,Silvia and Efrain
47,14,0.49,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,12,0.36,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,1,0.0025,sapling,no,keelenche,yes,Silvia and Efrain
47,18,0.8099999999999999,tree_15plus,no,keelenche,yes,Silvia and Efrain
47,14,0.49,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
47,12,0.36,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,18,0.8099999999999999,tree_15plus,no,keelenche,yes,Silvia and Efrain
47,19,0.9024999999999999,tree_15plus,no,keelenche,yes,Silvia and Efrain
47,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
47,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
48,20,1,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,17,0.7224999999999999,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
48,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,15,0.5625,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,15,0.5625,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,13,0.4225,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,16,0.64,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
48,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
48,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,18,0.8099999999999999,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,8,0.16,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,16,0.64,tree_15plus,yes,keelenche,yes,Silvia and Efrain
48,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,8,0.16,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,10,0.25,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,14,0.49,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,14,0.49,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
48,11,0.3025,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,11,0.3025,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
48,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
48,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
48,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,14,0.49,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,1,0.0025,sapling,no,keelenche,yes,Silvia and Efrain
49,1,0.0025,sapling,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,11,0.3025,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,17,0.7224999999999999,tree_15plus,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,1,0.0025,sapling,no,keelenche,yes,Silvia and Efrain
49,14,0.49,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,1,0.0025,sapling,no,keelenche,yes,Silvia and Efrain
49,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,4,0.04,sapling,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,5,0.0625,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,7,0.1225,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,6,0.09,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,12,0.36,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,10,0.25,tree_10to14,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,8,0.16,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silvia and Efrain
49,3,0.0225,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
49,2,0.01,sapling,no,keelenche,yes,Silvia and Efrain
50,14,0.49,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
50,8,0.16,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
50,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
50,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
50,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,4,0.04,sapling,yes,keelenche,yes,Silvia and Efrain
50,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,16,0.64,tree_15plus,yes,keelenche,yes,Silvia and Efrain
50,17,0.7224999999999999,tree_15plus,yes,keelenche,yes,Silvia and Efrain
50,8,0.16,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,5,0.0625,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,1,0.0025,sapling,yes,keelenche,yes,Silvia and Efrain
50,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,10,0.25,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,7,0.1225,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,18,0.8099999999999999,tree_15plus,yes,keelenche,yes,Silvia and Efrain
50,6,0.09,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,11,0.3025,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
50,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,14,0.49,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
50,2,0.01,sapling,yes,keelenche,yes,Silvia and Efrain
50,11,0.3025,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silvia and Efrain
50,12,0.36,tree_10to14,yes,keelenche,yes,Silvia and Efrain
50,3,0.0225,sapling,yes,keelenche,yes,Silvia and Efrain
51,8,0.16,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,5,0.0625,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,7,0.1225,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,16,0.64,tree_15plus,yes,keelenche,yes,Silverio and Heidi
51,15,0.5625,tree_15plus,yes,keelenche,yes,Silverio and Heidi
51,11,0.3025,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,11,0.3025,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
51,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
51,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
51,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
51,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
51,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,13,0.4225,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,5,0.0625,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,13,0.4225,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
51,10,0.25,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,6,0.09,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,11,0.3025,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,3,0.0225,sapling,yes,keelenche,yes,Silverio and Heidi
51,3,0.0225,sapling,yes,keelenche,yes,Silverio and Heidi
51,15,0.5625,tree_15plus,yes,keelenche,yes,Silverio and Heidi
51,7,0.1225,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
51,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
51,3,0.0225,sapling,yes,keelenche,yes,Silverio and Heidi
51,5,0.0625,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,5,0.0625,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,4,0.04,sapling,yes,keelenche,yes,Silverio and Heidi
51,7,0.1225,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,14,0.49,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,13,0.4225,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,10,0.25,tree_10to14,yes,keelenche,yes,Silverio and Heidi
51,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,6,0.09,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,4,0.04,sapling,yes,keelenche,yes,Silverio and Heidi
51,8,0.16,tree_05to09,yes,keelenche,yes,Silverio and Heidi
51,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
52,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,21,1.1024999999999998,tree_15plus,no,keelenche,yes,Silverio and Heidi
52,16,0.64,tree_15plus,no,keelenche,yes,Silverio and Heidi
52,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
52,11,0.3025,tree_10to14,no,keelenche,yes,Silverio and Heidi
52,14,0.49,tree_10to14,no,keelenche,yes,Silverio and Heidi
52,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
52,10,0.25,tree_10to14,no,keelenche,yes,Silverio and Heidi
52,3,0.0225,sapling,no,keelenche,yes,Silverio and Heidi
52,21,1.1024999999999998,tree_15plus,no,keelenche,yes,Silverio and Heidi
52,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silverio and Heidi
53,13,0.4225,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,9,0.20249999999999999,tree_05to09,yes,keelenche,yes,Silverio and Heidi
53,10,0.25,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,4,0.04,sapling,yes,keelenche,yes,Silverio and Heidi
53,17,0.7224999999999999,tree_15plus,yes,keelenche,yes,Silverio and Heidi
53,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,14,0.49,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,10,0.25,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
53,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
53,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
53,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
53,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
53,1,0.0025,sapling,yes,keelenche,yes,Silverio and Heidi
53,16,0.64,tree_15plus,yes,keelenche,yes,Silverio and Heidi
53,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,14,0.49,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,6,0.09,tree_05to09,yes,keelenche,yes,Silverio and Heidi
53,8,0.16,tree_05to09,yes,keelenche,yes,Silverio and Heidi
53,12,0.36,tree_10to14,yes,keelenche,yes,Silverio and Heidi
53,6,0.09,tree_05to09,yes,keelenche,yes,Silverio and Heidi
53,20,1,tree_15plus,yes,keelenche,yes,Silverio and Heidi
53,8,0.16,tree_05to09,yes,keelenche,yes,Silverio and Heidi
53,3,0.0225,sapling,yes,keelenche,yes,Silverio and Heidi
53,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
53,3,0.0225,sapling,yes,keelenche,yes,Silverio and Heidi
53,2,0.01,sapling,yes,keelenche,yes,Silverio and Heidi
54,11,0.3025,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,13,0.4225,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
54,11,0.3025,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,12,0.36,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,10,0.25,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,1,0.0025,sapling,no,keelenche,yes,Silverio and Heidi
54,3,0.0225,sapling,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,13,0.4225,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,2,0.01,sapling,no,keelenche,yes,Silverio and Heidi
54,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,9,0.20249999999999999,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,7,0.1225,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,6,0.09,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
54,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
54,10,0.25,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,13,0.4225,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,11,0.3025,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
54,5,0.0625,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,15,0.5625,tree_15plus,no,keelenche,yes,Silverio and Heidi
54,10,0.25,tree_10to14,no,keelenche,yes,Silverio and Heidi
54,8,0.16,tree_05to09,no,keelenche,yes,Silverio and Heidi
54,4,0.04,sapling,no,keelenche,yes,Silverio and Heidi
